;;;2000;;;;2001;;;;2002;;;;2003;;;;2004;;;;2005;;;;2006;;;;2007;;;;2008;;;;2009;;;;2010;;;;2011;;;;2012;;;;2013;;;;2014;;;;2015;;;;2016;;;;2017;;;;2018;;;;2019;;;;2020;;;;2021;;;;2022
;;;I квартал;II квартал;III квартал;IV квартал;I квартал;II квартал;III квартал;IV квартал;I квартал;II квартал;III квартал;IV квартал;I квартал;II квартал;III квартал;IV квартал;I квартал;II квартал;III квартал;IV квартал;I квартал;II квартал;III квартал;IV квартал;I квартал;II квартал;III квартал;IV квартал;I квартал;II квартал;III квартал;IV квартал;I квартал;II квартал;III квартал;IV квартал;I квартал;II квартал;III квартал;IV квартал;I квартал;II квартал;III квартал;IV квартал;I квартал;II квартал;III квартал;IV квартал;I квартал;II квартал;III квартал;IV квартал;I квартал;II квартал;III квартал;IV квартал;I квартал;II квартал;III квартал;IV квартал;I квартал;II квартал;III квартал;IV квартал;I квартал;II квартал;III квартал;IV квартал;I квартал;II квартал;III квартал;IV квартал;I квартал;II квартал;III квартал;IV квартал;I квартал;II квартал;III квартал;IV квартал;I квартал;II квартал;III квартал;IV квартал;I квартал;II квартал;III квартал;IV квартал;I квартал
Первичный рынок жилья;        Республика Карелия;;4 357;4 533.5;4 760.02;4 928.46;4 941.46;4 977.86;5 053.8;6 565.71;7 568.67;7 674.87;8 444.32;8 660.08;11 016.57;11 319.95;12 101.51;13 039.82;14 838.3;14 797.87;16 188.24;16 337.39;15 506.38;15 551.83;15 551.83;15 786.92;18 695.8;18 755.48;20 022.91;21 654.27;27 845.95;28 864.52;29 635.29;31 647.19;40 891.06;42 612.6;45 940.09;47 167.6;45 883.58;44 808.96;43 537.5;43 093.91;44 227.06;44 209.33;45 144.64;45 786.5;45 229.22;45 160.11;45 652.59;45 889.22;46 908.85;48 383.23;48 136.19;47 602.41;50 540.3;50 774.75;50 589.28;48 139.28;49 555.09;49 981.44;49 372.31;49 672.2;49 561.8;49 577.22;49 140.75;48 923.18;49 559.58;49 549.38;50 331.18;49 751.75;49 716.8;49 346.28;49 265.99;49 011.68;48 075.07;48 465.68;48 929.13;48 732.93;51 598.15;51 370.46;51 828.2;52 523.03;51 534.75;52 029.33;53 057.71;53 385.98;57 565.46;57 559.15;58 869.82;63 023.03;89 092.71
Первичный рынок жилья;        Республика Коми;;4 028.22;4 049.31;4 111.11;5 078.38;5 645.48;6 836.76;7 396.06;7 507.88;8 424.99;8 781.23;9 128.7;9 584.77;11 191.77;11 477.3;11 718.84;12 003.61;12 806.5;13 297.44;14 428.4;15 382.81;18 127.98;18 998.87;20 032.59;20 793.42;21 283.73;24 660.12;30 221.08;39 911.96;42 772.5;43 149.25;43 092.87;42 917.04;42 913.32;43 058.73;42 005.4;41 603.23;38 149.5;38 909.14;39 544.8;40 086.72;39 061.43;39 082.7;39 335.08;39 542.29;39 716.31;41 363.44;42 663.84;43 858.53;49 117.75;51 422.71;52 189.25;52 460.02;55 379.03;56 567.14;57 173.22;57 396.04;60 031.18;60 880.21;60 582.77;60 945.7;56 087.66;55 931.45;55 703.82;54 179.73;52 317.77;52 100.79;51 015.62;50 086.47;49 303.06;48 280.9;48 050.13;47 482.42;47 528.33;47 780.31;46 929.51;44 827.47;47 270.03;48 945.38;49 520.83;50 023.24;47 470.14;46 526.37;48 927.71;50 649.78;56 777.62;60 491.6;63 026.12;65 844.9;77 673.16
Первичный рынок жилья;        Архангельская область;;5 000;5 000;5 000;5 000;6 240;6 790;8 354.2;10 125;9 583.22;9 601.97;10 211.27;10 761.47;12 075.11;12 684.77;13 172.19;13 835.32;14 190.46;14 793.02;16 708.74;16 773.82;21 406.58;22 033.87;22 721.38;23 264.55;21 079.35;22 940.82;26 761.02;35 617.13;36 714;38 512.76;39 034.62;39 844.52;38 765.2;38 830.35;39 452.59;39 832.96;41 248.79;40 556.17;40 301.07;40 592.4;38 811.67;38 919.73;39 051.42;39 238.38;44 925.18;45 125.99;45 404.87;49 147.92;47 373.79;50 679.38;53 388.93;54 226.88;56 785.27;56 019.8;56 014.33;55 860.09;58 229.66;57 657.96;57 485.17;59 204.66;60 855.51;55 966.57;55 145.77;54 874.72;57 175.17;57 615.03;57 501.3;56 821.25;57 174.82;57 403.37;57 459.62;58 025.9;57 632.52;57 129.91;57 635.8;60 093.07;62 832.6;62 273.52;62 682.59;62 346.04;61 888.86;63 500.92;65 447.26;66 107.06;80 097.13;85 099.81;86 125.5;87 377.68;88 695.4
Первичный рынок жилья;            Ненецкий автономный округ (Архангельская область);;;;;;;;;;;;;;;;;;;;;;32 564.46;32 908.46;32 908.46;33 312;33 156;33 156;32 618.2;36 102.8;38 115.39;38 115.39;38 115.39;40 948.71;42 656.56;43 925.14;44 487.1;57 586.62;58 583.45;58 583.45;58 438.57;61 388.12;65 500;65 500;65 500;65 500;56 660.13;56 660.13;56 660.13;56 619.07;54 417.81;54 417.81;54 417.81;54 417.81;54 417.81;54 417.81;54 417.81;54 417.81;;;;;;;;;;;;;;;;;69 274.95;67 245.33;67 175.53;67 602.4;;;;;;;;;;;;;77 109.79
Первичный рынок жилья;            Архангельская область (кроме Ненецкого автономного округа);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;58 313.95;57 054.21;57 045.21;56 791.37;58 229.66;57 657.96;57 485.17;59 204.66;60 855.51;55 966.57;55 145.77;54 874.72;57 175.17;57 615.03;57 501.3;56 821.25;57 174.82;57 403.37;57 459.62;58 025.9;54 987.97;54 832.21;55 468.87;58 387.34;62 832.6;62 273.52;62 682.59;62 346.04;61 888.86;63 500.92;65 447.26;66 107.06;80 097.13;85 099.81;86 125.5;87 377.68;89 603.47
Первичный рынок жилья;        Вологодская область;;4 071.11;4 263.77;4 438.07;4 922.16;6 383.59;6 722.85;6 863.77;7 939.4;8 480.56;8 512.15;8 616.55;9 300.48;9 678.48;10 062.5;10 918.72;14 619.84;16 239.47;16 400.8;16 853.94;16 898.91;17 085.8;17 279.65;17 580.72;18 532.53;19 775.36;21 813.48;25 654.9;32 344.5;33 895.42;37 223.94;38 331.92;39 154.85;39 493.74;40 741.74;41 067.05;39 641.46;38 228.88;35 516.5;34 716.01;34 022.43;32 351.97;32 559.34;32 616.12;34 213.21;36 859.97;37 380.96;38 037.39;39 450.45;40 105.3;40 920.61;42 393.04;43 189.63;43 244.34;42 991.99;43 263.95;42 808.49;43 527.73;43 739.05;42 684.65;43 235.13;43 122.02;42 267;40 983.26;40 202.72;37 820.28;38 595.47;38 803.83;38 171.03;38 404.48;37 948.39;37 698.21;37 973.95;39 583.45;39 764.95;39 421.42;40 248.15;41 294.98;41 259.35;41 895.38;42 296.32;43 308.91;44 993.94;46 099.89;47 899.22;54 177.85;55 986.81;57 456.57;60 369.23;67 334.73
Первичный рынок жилья;        Калининградская область;;;;;;;;;;;;;;;;;;13 333.44;12 852.19;14 096.1;15 189.68;16 038.67;15 598.64;15 647.42;15 677.16;18 069.32;18 582.4;18 290.66;20 679.51;36 234.53;37 701.6;38 438.38;38 996.09;42 615.32;43 762.02;45 608.38;44 833.16;49 979.5;49 662.67;48 295.08;45 801.01;39 716.56;39 797.26;40 077.49;40 278.34;36 510.79;38 933.76;39 853.11;40 087.49;41 490.4;42 131.49;42 584.68;42 809.79;44 461.61;44 725.37;45 150.6;45 763.99;43 243.6;43 678.48;44 253.16;45 099.27;47 195.41;48 024.02;49 272.39;50 097.58;51 568.23;52 438.78;51 513.59;51 633.84;51 320.73;50 861.46;51 490.07;51 932.34;51 216.48;51 089.16;51 309.41;51 835.41;51 110.52;51 707.23;51 742.55;52 512.76;52 978.02;54 303.14;55 976.84;59 062.28;69 185.88;73 741.09;76 230.76;80 527.23;84 894.89
Первичный рынок жилья;        Ленинградская область;;5 208.58;5 214.13;5 260.87;5 471.18;5 727.11;5 786.73;5 943.69;6 402.63;7 364.34;7 576.19;7 988.61;8 397.71;9 227.77;9 874.67;10 843.03;11 758.75;14 529.02;15 382.86;15 865.01;15 930.79;17 563.11;17 719.47;17 951.17;18 247.66;19 252.35;20 030.32;21 352.21;22 902.47;28 161.75;29 126.35;30 040.64;30 674.64;39 626.51;45 113.87;47 190.61;47 527.07;56 496.62;56 487.52;56 456.89;52 578.18;51 501.26;51 013.36;49 474.01;48 472.83;47 811.22;48 017.21;50 104.29;50 330.61;48 640.9;49 327.79;49 582.18;49 593.44;52 693.07;52 537.2;52 929.52;52 876.05;52 018.98;52 048.07;53 555.11;53 617.17;53 804.1;55 513.63;56 878.95;57 348.59;54 411.28;54 221.59;54 544.44;54 305.39;53 200.34;53 681.87;52 953.52;53 038.91;52 179.22;52 880.58;53 476.05;53 634.33;58 631.91;59 000.61;59 017.67;59 034.98;76 421.27;78 769.15;79 686.1;82 002.92;97 198.65;109 570.27;108 979.1;116 257;142 310.53
Первичный рынок жилья;        Мурманская область;;9 376.74;9 376.74;9 376.74;9 376.74;10 509.57;10 509.57;10 509.57;10 509.57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Первичный рынок жилья;        Новгородская область;;4 372.98;4 353.86;4 353.85;4 377.85;4 281.11;5 883.32;6 704.68;6 985.1;7 918.77;8 010.76;9 070.03;9 713.66;11 449.68;11 649.06;12 047.41;12 496.72;11 856.15;12 410.08;13 439.98;13 870.02;13 522.14;13 781.03;14 297.15;14 980.28;16 115.62;17 128.24;20 475.11;23 887.61;27 638.36;27 947.15;28 804.55;28 988.55;30 935.65;33 523.53;36 190.55;36 454.83;34 432.02;33 565.69;33 321.32;33 551.29;34 105.29;35 135.9;33 829.04;33 969.12;34 789.92;35 734.17;36 370.35;36 190.11;37 684.52;39 436.56;41 756.18;42 640.39;42 503.48;44 787.3;44 874.64;44 897.93;45 310.44;43 948.76;45 083.72;46 522.26;47 592.94;43 243.11;41 778.79;41 292.57;39 464.26;39 848.87;40 040.76;40 578.9;39 015.39;39 984.98;40 051.15;39 393.4;40 522.15;41 398.49;43 219.88;43 704.13;44 239.29;43 696.4;44 834.99;45 223.05;44 401.43;45 713.79;49 818.38;50 112.86;50 725.66;51 550.27;52 891.77;54 118.76;59 115.25
Первичный рынок жилья;        Псковская область;;4 532.31;4 695;4 586.4;4 602.75;5 596.57;5 957.36;6 277.28;6 312.03;6 688.16;7 071.88;7 569.18;8 377.42;9 168.3;9 295.18;10 047.23;11 873.24;13 596.79;14 656.29;15 740.12;15 444.32;15 400.27;15 968.57;16 638.77;17 451.74;17 370.6;18 206.78;19 659.67;22 518.62;24 293.03;27 145.9;29 571.57;32 343.54;38 498.9;39 154.57;39 600.8;36 779.08;32 469.29;32 331.83;33 329.68;34 490.29;35 105.68;35 589.93;35 463.38;34 650.76;32 993.15;33 093;33 664.14;33 970.47;36 131.72;36 167.31;35 966.14;37 697.3;37 040.77;37 351.92;38 375.76;37 844.59;39 520.41;39 466.16;39 765.74;40 476.61;40 976.23;40 954.12;40 833.41;40 741.07;40 211.12;39 866.26;40 124.16;39 511.47;39 845.52;38 854.71;38 610.62;39 621.46;37 689.72;37 272.74;37 648.82;37 882.57;38 420.43;38 424.21;38 845.8;38 695.21;38 226.57;38 633.75;38 926.05;39 683.33;43 394.82;45 331.67;47 685.92;49 324.71;57 567.89
Первичный рынок жилья;        Город Санкт-Петербург город федерального значения;;10 477.87;10 772.27;10 897.93;11 185.77;12 000.7;12 312.6;12 472.31;13 263.16;14 806.21;15 048.93;15 752.89;16 594.19;18 680.75;19 364.09;20 698.18;22 081.43;25 803.21;27 309.69;28 311.18;26 997.03;30 340.23;30 207.15;30 804.54;31 343.06;30 861.7;37 255.88;42 026.8;45 460.4;66 775.08;68 646.58;72 139.7;80 250.93;84 227.14;90 598.88;93 195.49;88 728.51;94 917.14;92 546.45;90 015.76;90 161.89;80 713.68;79 327.49;80 417.54;78 243.47;73 717.52;78 435.16;76 486.97;78 850.95;80 191.91;85 090.19;87 602.08;88 238.16;96 339.55;97 889.9;99 756.74;95 287;98 783.51;99 961.08;97 171.81;96 683.33;92 538.95;94 114.35;94 995.46;92 644.14;90 785.59;94 936.72;95 213.25;96 854.57;97 246.67;97 832.03;98 947.29;101 344.39;106 570.55;106 750.16;107 832.83;109 346.14;112 767.52;113 730.76;115 686.53;120 599.96;118 713.94;123 238.85;128 091.13;133 280.7;152 557.07;166 222.65;170 741.94;184 667.19;208 102.24
Первичный рынок жилья;    Южный федеральный округ (по 2009 год);;5 804.42;5 852.82;5 878.18;6 182.36;6 780.55;7 043.23;7 254.41;7 753.96;8 683.04;9 439.11;9 664.19;10 036.76;10 758.01;11 356.05;11 470.44;11 938.45;12 746.69;13 349.19;14 151.8;14 740.72;15 516.37;16 020.36;16 731.21;17 720.66;19 065.66;20 142.45;21 401.78;23 072.41;25 927.12;27 932.02;29 897.36;32 221.01;36 761.29;39 325.1;40 539.38;41 052.74;40 089.42;38 715.8;37 425.97;37 213.73;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Первичный рынок жилья;    Южный федеральный округ (с 2010 года);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;39 027.8;39 239.6;39 132.15;39 269.15;36 331.75;37 186.73;37 364.81;37 827.24;39 889.23;40 323.05;40 481.81;40 720.67;40 322.26;40 852.71;40 865.14;40 714.96;40 617.36;41 688.88;41 367.63;42 182.07;44 926.06;43 587.82;43 419.23;43 272.51;43 300.16;43 265.46;43 300.74;43 003.1;;;;;;;;;;;;;;;;;;;;;
Первичный рынок жилья;    Южный федеральный округ (с 29.07.2016);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;43 615.74;43 839.01;43 610.9;43 665.74;45 042.49;45 094.74;45 829.35;47 383.84;50 639.81;50 603.2;52 592.91;53 274.49;53 301.72;55 081.81;57 281.52;59 072.25;63 013.99;70 761.08;79 899.06;87 259.89;99 668.01
Первичный рынок жилья;        Республика Адыгея (Адыгея);;4 000;4 000;4 000;4 000;4 300;5 487;5 961;6 263;6 263;8 449;8 580;8 896;8 896.04;9 069.04;9 508.04;9 508.04;10 048.39;11 774.31;11 947.72;12 184;12 848.24;13 487.26;13 993.06;14 281.12;14 687.92;15 876.33;16 507.86;16 578.99;17 514.45;21 346.12;21 484.3;24 254.84;25 815.41;28 337.95;31 762.73;32 090.57;33 250;32 122.23;31 580.55;32 000;32 358;26 801.29;27 062.84;27 143.71;25 669.87;29 543.34;29 543.34;30 063.73;30 184.06;30 871.53;30 851.43;30 026.38;29 983.66;32 047.39;29 979.4;30 408.68;32 550.42;32 401.81;32 965.81;32 266.86;35 823.12;36 155.58;35 109.8;34 065.53;32 774.54;32 980.95;33 216.12;32 560.65;33 440.92;33 761.64;32 836.28;32 930.43;35 925.32;35 760.05;35 305.94;35 907;38 674.9;38 983.8;39 047.61;38 842.9;38 940.41;40 910.89;44 467.14;46 469.37;52 544.01;63 079.39;83 018.47;85 632.42;91 903.15
Первичный рынок жилья;        Республика Калмыкия;;4 274.89;4 443.32;4 731.25;5 147.22;5 205.54;5 405.54;5 473.6;5 644.44;5 644.44;5 644.44;5 644.44;6 153.65;6 765.18;7 429.63;9 308.14;9 931.97;10 249.79;10 687.46;11 129.92;11 328.03;11 737.07;12 420.55;12 487.38;12 772.09;13 146.38;13 195.02;13 195.02;13 498.5;14 124.35;15 247.28;16 395.9;16 895.9;17 765.36;18 338.94;18 377.84;20 650.06;21 503.26;21 393.96;21 393.96;21 393.96;22 064.49;22 103.87;22 082.1;22 894.71;23 649.93;23 716.85;23 762.14;23 752.5;24 658.31;24 785.89;24 785.89;24 785.89;24 853.25;24 853.25;25 318.57;25 858.62;28 341.87;28 859.13;29 109.23;29 311.34;30 331.28;29 876.98;30 200.09;30 094.31;29 773.43;29 661.64;29 491.55;29 476.55;29 778.09;29 611.87;29 779.12;29 433.13;29 824.52;30 018.75;30 154.49;30 264.37;28 930.79;29 773.68;29 520.2;29 625.86;34 408.85;34 873.93;34 734.73;34 799.09;38 663.25;41 438.47;42 929.33;43 035.11;50 154.44
Первичный рынок жилья;        Республика Крым;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;46 976.15;46 389.71;46 940.82;45 899.4;49 253.11;50 589.62;50 013.8;49 748.69;55 029.89;56 117.29;57 275.28;55 747.81;62 382.43;63 570.89;65 420.2;66 490.22;65 368.77;67 797.63;72 200.76;72 302.8;74 004.41;80 084.14;89 351.83;90 079.6;98 143.06
Первичный рынок жилья;        Краснодарский край;;7 119.54;7 119.54;7 238.3;7 591.84;8 477.59;8 614.25;8 611.12;8 971.42;9 178.63;10 525.46;10 840.89;11 696.78;12 379.04;13 390.43;13 258.58;13 903.68;13 782.6;14 561.69;15 935.5;16 190.39;17 541.33;17 907.42;18 958.14;20 534.9;23 114.16;24 979.5;26 502.35;29 576.55;31 619.2;34 886.61;37 287.82;40 274.76;44 597.94;46 020.69;46 623.47;47 693.87;43 751.69;41 693.39;39 761.29;39 504.77;39 994.03;40 043.32;39 657.88;39 592.12;37 274.89;38 456.75;38 964.36;39 215.25;40 213.94;40 843.99;40 738.24;40 978.48;40 280.79;40 921.01;40 909.11;40 539.71;40 105.34;41 433.2;41 058.59;42 059.78;45 774.86;43 880.81;44 056.6;44 001.3;42 901.91;42 984.43;43 222.76;42 731.77;42 498.38;42 593.98;42 314.22;42 731.09;43 486.86;43 141.69;43 790.46;46 178.87;49 015.24;48 318.72;51 935.13;52 551.61;51 820.01;54 305.99;56 385.02;58 045.83;63 121.63;74 635.59;86 318.23;97 596.09;111 537.04
Первичный рынок жилья;        Астраханская область;;0;0;0;0;5 907.18;5 994.62;5 994.62;6 297.64;7 711.42;8 266.15;8 634.83;8 755.07;9 474.04;9 910.65;10 199.83;10 293.21;10 727.05;11 038.89;11 419.5;12 120.31;12 332.73;12 758.15;13 137.55;14 506.85;15 898.65;17 033.46;17 649.68;18 363.45;19 186.79;20 606.27;24 162.04;27 111.92;31 807.82;34 048.75;36 841.38;37 255.6;40 862.73;40 876.32;39 640.55;38 495.49;31 469.14;31 493.06;32 189.54;32 240.37;33 286.3;33 604.64;33 653.5;33 687.41;32 560.83;32 485.5;33 777.89;33 846.31;34 700.33;35 225.25;35 671.04;35 955.12;36 236.84;37 000.12;37 484.68;38 891.13;41 600.24;41 635.69;40 444.66;40 946.56;41 716.24;41 647.05;40 728.45;41 451.3;41 723.99;41 981.96;41 616.8;41 290.71;41 718.7;42 325.24;42 737.4;42 636.26;44 795.53;45 675.94;46 556.16;47 990.87;53 784.8;55 235.39;56 931.18;57 914.24;66 947.95;68 493.51;73 562.6;76 196.87;91 586.64
Первичный рынок жилья;        Волгоградская область;;5 162.13;5 247.4;5 165.21;5 176.43;4 852.34;5 475.04;5 774.1;6 308.35;7 850.48;8 060.09;8 161.39;8 331.71;8 937.93;9 357.49;9 621.05;10 415.53;11 826.27;12 148.67;12 609.93;13 270.59;14 607.49;15 790.78;16 859.79;18 038.06;19 829.04;21 305.41;22 367.09;24 099.63;26 300.98;28 669.78;30 641.07;35 570.87;40 052.6;45 790.31;49 634.06;49 980.99;45 155.72;41 313.59;38 170.67;37 378.08;34 106.68;35 349.39;35 188.91;37 385.75;36 457.91;37 579.29;37 419.34;37 620.15;37 780.3;37 871.46;38 730.5;38 716.38;40 168.21;40 261.9;39 726.04;40 045.76;39 413.98;39 720.14;39 610.59;40 142.05;41 184.04;40 831.65;40 344.23;38 854.87;40 053.41;39 634.03;39 729.9;39 919.2;39 547.71;39 835.2;40 340.05;40 837.78;41 091.5;41 530;43 191.75;44 975.04;45 527.04;45 332.31;45 430.24;46 257.17;45 971.79;47 036.85;49 305.5;50 299.77;52 370.27;53 413.8;56 409.43;59 521.82;68 185.21
Первичный рынок жилья;        Ростовская область;;6 582.42;6 640.52;6 645.3;6 634.92;6 585.39;6 914.52;7 433.92;8 337.33;9 405;9 761.82;9 761.82;9 832.83;11 029.97;11 538.02;11 752.98;12 005.44;13 019.34;13 654.43;14 480.97;15 815.42;16 922.2;17 589.84;18 171.13;18 795.49;19 696.44;20 336.36;22 640.02;24 032.44;25 929.82;27 274.85;29 424.98;30 841.01;35 828.03;39 270.33;40 936.26;41 112.13;43 332.24;43 125.71;42 383.7;42 253.53;41 921.99;41 989.43;42 015.42;42 337.4;44 139.2;44 271.57;44 336.47;45 663.62;45 749.86;46 011.86;46 277.08;46 824.21;47 345.46;47 684.86;47 964.7;48 352.66;48 647.92;49 454.7;48 878.01;49 229.09;48 173.22;47 317.14;46 521.71;46 903.41;46 917.59;46 776.64;46 526.12;46 278.05;47 903.93;48 148.47;47 770.93;47 100.57;48 111.22;48 496.66;49 052.66;49 465.98;51 236.66;51 729.89;51 568.97;51 663.55;53 157.91;53 484.88;55 423.37;57 792.65;59 305.97;62 393.63;67 428.87;72 637.81;82 088.18
Первичный рынок жилья;        Город федерального значения Севастополь;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;59 013.27;59 027.69;59 045.77;59 045.77;63 970.62;63 970.62;63 970.62;62 413.71;59 701.87;60 450.79;61 546.13;65 864.73;65 765.9;67 505.48;67 596.66;70 194.83;71 679.4;74 256.96;76 467.31;82 592.74;86 630.32;90 102.79;93 161.49;95 196.33;131 511.46
Первичный рынок жилья;    Северо-Кавказский федеральный округ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29 070.32;29 029.11;28 923.43;29 122.83;28 270.11;28 727.93;28 656.82;29 005.33;27 540.24;28 115.55;28 862.61;29 241.51;30 632.3;31 100.19;31 202.34;31 370.01;31 348.14;32 335.38;32 245.53;32 643.05;35 937.13;35 308.42;34 654.45;35 867.92;35 483.94;35 632.95;35 037.27;34 556.21;34 375.09;34 712.42;35 211.13;36 040.25;34 728.88;35 334.07;36 066.63;36 940.28;36 568.85;37 468.46;38 225.71;38 381.64;36 748.36;39 201.66;40 286.77;40 567.24;40 687.47;41 266.58;41 902.44;44 231.95;50 622.1
Первичный рынок жилья;        Республика Дагестан;;;;;;;;;;;;;;;;;;;;;;12 329.94;12 379.54;12 453.54;12 702.34;12 295.97;12 501.09;13 128.94;13 128.94;19 152.27;19 442.5;20 155.86;21 827.19;23 899.44;27 743.46;27 127.15;27 127.15;25 665.06;25 665.06;25 712.8;25 712.8;28 357.24;28 418.71;28 159.17;28 159.17;27 695.06;27 695.06;27 695.06;27 695.06;27 312.92;26 747.19;26 747.19;26 747.19;30 095.78;30 095.78;30 158.56;30 158.56;22 216.18;22 785.11;22 785.11;22 785.11;30 614.43;30 687.49;30 687.49;31 041.61;31 685.89;31 685.89;31 685.89;31 811.46;36 304.71;36 304.71;36 304.71;37 021.75;34 729.36;34 976.12;35 410.4;35 410.4;34 175.9;34 215.49;34 215.49;34 382.04;32 036.4;32 036.4;32 091.2;32 149.63;32 761.73;34 532;36 656.85;37 697.49;41 649.55
Первичный рынок жилья;        Республика Ингушетия;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50 627.41;49 528.27;45 475.38;41 862.77;41 806.25;41 703.95;41 703.95;41 707.98;41 492.48;40 990.9;40 817.64;40 639.15;40 714.32;40 575.37;40 007.59;39 878.7;39 857.09;39 725.91;39 586.67;39 488.81;39 323.51;39 071.71;39 281.73;39 437.01;40 197.48;42 328.42;43 721.71;44 855.38;47 736.13
Первичный рынок жилья;        Кабардино-Балкарская Республика;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;32 722.52;31 886.43;32 230.7;32 230.7;33 085.09;33 393.49;33 366.65;33 366.65;35 012.28;35 027.15;35 044.46;35 052.44;36 066.64;36 110.27;37 102.87;37 529.9;37 634.15;37 993.98;38 136.4;38 415.76;38 175.45;37 978.21;37 808.27;37 841.4;36 182.49;35 679.42;35 421.41;34 821.47;26 782.27;26 088.59;25 291.49;25 878.15;22 590.53;23 604.31;22 782.8;23 254.28;29 677.98;30 219.33;32 163.14;32 035.92;31 986.31;31 579.3;31 823.4;32 293.59;39 200.4
Первичный рынок жилья;        Карачаево-Черкесская Республика;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14 303.24;15 354.17;15 354.17;15 354.17;;;;;17 602.62;16 666.17;17 730.12;17 999.55;16 264.69;17 643.06;17 683.79;18 206.36;19 552.41;19 410.95;19 865.83;20 719.77;25 618.75;25 374.28;25 767.78;26 897.77;36 516.01;39 659.12;40 153.97;40 156.82;40 480.53;40 637.26;40 714.07;40 714.07;41 223.17;41 223.17;41 223.17;41 223.17;41 563.61;41 388.9;39 877.08;38 648.68;36 401.96;35 753.6;36 389.51;37 684.35;37 359.53;37 228.17;38 728.15;38 449.16;36 013.62;37 021.92;38 232.04;38 654.31;41 599.82;42 497.98;43 328.01;43 552.62;47 344.93
Первичный рынок жилья;        Республика Северная Осетия-Алания;;2 500;2 500;2 500;0;;;;;;;;;;;;;;;;;;;;;;;;;14 770.12;14 825.89;15 436.93;15 799.4;19 800.96;20 200.1;21 380.84;22 641.66;26 682.25;26 131.86;26 124.96;25 994.41;28 020.34;28 129.71;28 244.91;28 244.91;28 490.05;28 490.05;28 511.75;28 630.29;29 197.39;29 443.98;30 418.25;31 084.27;32 780.52;32 896.52;33 230.86;33 520.86;35 523.13;35 714.8;36 075.96;36 087.82;37 848.35;36 325.65;36 054.23;36 215.99;36 195.39;36 235.08;36 198.6;36 212.77;33 663.82;33 538.69;33 534.93;35 669.06;35 967.91;35 843.69;35 925.31;35 869.93;34 328.86;36 377.54;37 445.79;35 098.71;34 516.1;43 354.75;44 852.84;44 865.46;40 784.8;40 809.99;40 875.43;42 269.26;48 787.39
Первичный рынок жилья;        Чеченская Республика;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;32 250.67;32 250.67;32 250.67;32 250.67;39 935.17;37 205.99;37 205.99;37 205.99;39 580.67;39 069.31;39 919.83;39 919.83;40 365.89;40 633.14;41 274.44;41 285.69;41 454.73;41 555.05;42 083.4;42 184.66;45 488.79;45 488.79;45 488.79;45 623.3;46 095.78;45 944.53;45 963.56;45 967.36;46 573.78;46 623.16;46 623.16;46 623.16;47 661.08;47 548.28;47 548.28;47 645.33;46 941.17;46 941.17;46 468.3;46 592.06;44 443.12;44 443.12;45 146.02;45 492.47;47 440.59;48 466.97;48 600.27;48 514.41;54 812.08
